Component_Abbrev,Level_Name,d_Level_id,Unit_Name,Unit_ID,Definition
BC,Biotic Group,6,Diverse Colonizers,512,"Areas dominated by highly varied and diverse communities of mixed fauna that have attached to a biotic or abiotic hard substrate (which may be rock, cobble, oyster reef, non-living coral reefs, or other substrates). Common colonizing taxa include anemones, tunicates, barnacles, mollusks, hydroids, bryozoans, gorgonians, soft or leather corals, sponges, and/or other taxa. Diverse Colonizers on living coral reefs are included in the Colonized Shallow and Mesophotic Reef Biotic Group. Diverse Colonizers can be further described using the Invertebrate Community Organism Size Modifiers: Meiofauna (dominants < 0.5 millimeter), Small Macrofauna (dominants > 0.5 millimeter to 2 millimeters), Large Macrofauna (dominants > 2 millimeters to 1 centimeter), Megafauna (dominants > 1 centimeter to 3 centimeters), Large Megafauna (dominants > 3 centimeters), with all measurements in the smallest dimension (e.g., width or height) and not including the length of slender lateral projections (e.g., arms or tentacles). As with all biotic groups, this unit may be used when communities cannot be identified, as in ""Diverse Colonizers (Megafauna)"", which provides important information despite limitations of data, e.g., video information."
BC,Biotic Group,6,Diverse Soft Sediment Epifauna,527,"Highly varied and diverse communities of mixed fauna that are present on the surface of soft unconsolidated substrates. Common taxa include annelids, holothurians, ophiuroids, anemones, tunicates, mollusks, sea pansies, hydroids, bryozoans, sea urchins, sponges, echiuroids, priapulids, and many others. Diverse Fine Sediment Epifauna can be further described using the Invertebrate Community Organism Size Modifiers: Meiofauna (dominants < 0.5 millimeter), Small Macrofauna (dominants > 0.5 millimeter to 2 millimeters), Large Macrofauna (dominants > 2 millimeters to 1 centimeter), Megafauna (dominants > 1 centimeter to 3 centimeters), Large Megafauna (dominants > 3 centimeters), with all measurements in the smallest dimension (e.g., width or height) and not including the length of slender lateral projections (e.g., arms or tentacles). As with all Biotic Groups, this unit may be used when Communities cannot be identified, as in ""Diverse Soft Sediment Epifauna (Large Macrofauna), which provides important information despite limitations of data, e.g., video information."
BC,Biotic Subclass,5,Echinoderm Meroplankton,401,"Water parcels in which echinoderm larvae are the perceived dominant feature. Echinoderms go through distinctive larval stages, most of which are characterized by different series of ciliated bands that are arranged with bilateral symmetry. Each echinoderm group features different larval forms (e.g., pluteus larvae or bipinnaria larvae)."
BC,Biotic Group,6,Echiurid Bed,528,"Soft-sediment areas dominated by unsegmented echiurids or ""spoon worms"" which are abundant on the U.S. west coast in both intertidal and subtidal habitats. This group also includes communities where U-shaped echiurid burrows constitute the dominant or characteristic faunal feature, even if all animals have retracted into their burrows and cannot be seen."
BC,Biotic Group,6,Egg Masses,1316,"Areas distinguished by egg masses, egg cases, or other lasting evidence of gametes or reproduction. Many burrowing or tube-dwelling polychaetes will produce egg masses that look like bags of mucus attached to the soft sediment seafloor. Gastropods also often produce distinctive egg cases."
BC,Biotic Group,6,Emergent Freshwater Tidal Moss,557,Emergent freshwater tidal marshes dominated by mosses.
BC,Biotic Subclass,5,Emergent Tidal Marsh,435,"Communities dominated by emergent, halophytic, herbaceous vegetation (with occasional woody forbs or shrubs) along low-wave-energy, intertidal areas of estuaries and rivers.<br/><br/>Biotic communities in this subclass are equivalent to National Vegetation Classification Associations of FGDC-STD-005-2008, and follow their naming conventions (FGDC 2008). However, FGDC-STD-005-2008 does not split marshes into ""herbaceous"" or ""scrub-shrub"" at their Group level. As a result, some of the names of FGDC-STD-005-2008 types (which correspond to the CMECS Emergent Wetland class) indicate that the biotic community is a ""Dwarf-shrubland."" These specific communities are dominated by woody forbs, which—while technically dwarf-shrubs—function more like herbaceous vegetation. These types were included in Emergent Tidal Marsh, because their total floristics and physiognomy indicate an herbaceous marsh setting.<br/><br/>Vegetation in this subclass is composed of emergent aquatic macrophytes, especially halophytic species—chiefly graminoids (such as rushes, reeds, grasses and sedges), shrubs, and other herbaceous species (such as broad-leaved emergent macrophytes, rooted floating-leaved and submergent species [aquatic vegetation], and macroscopic algae). The vegetation is usually arranged in distinct zones of parallel patterns, which occur in response to gradients of tidal flooding frequency and duration, water chemistry, or other disturbances.<br/><br/>Tides may expose mudflats that contain a sparse mix of pioneering forb and graminoid species. Salinity levels (which control many aspects of salt-marsh chemistry) vary depending on a complexity of factors, including frequency of inundation, rainfall, soil texture, freshwater influence, fossil salt deposits, and more. Salt marshes often grade into (or are intermixed with) scrub-shrub wetlands in higher areas. See Figure 8.16 for an example of an emergent tidal marsh."
BC,Biotic Class,4,Emergent Wetland,395,"Areas in this class are characterized by erect, rooted, herbaceous hydrophytes—excluding emergent mosses and lichens. This vegetation is present for most of the growing season in most years. These wetlands are usually dominated by perennial plants. This CMECS class is equivalent to the Emergent Wetland Class from FGDC-STD-004 (FGDC 1996b)."
BC,Biotic Group,6,Encrusting Coral Reef,494,"Reefs or reef-like, rocky structures dominated by encrusting corals (also called crustose corals) that (a) cover the substrate in a sheet and (b) expand in diameter rather than height. Encrusting corals are highly tolerant of strong water currents, and they are frequently found on rocky shorelines lacking a beach. See Figure 8.3 for an example of the encrusting coral growth form."
BC,Biotic Class,4,Faunal Bed,391,"Seabeds dominated or characterized by a cover of animals that are closely associated with the bottom, including attached, clinging, sessile, infaunal, burrowing, laying, interstitial, and slow-moving animals, but not animals that have created substrate (Reef Biota). Unlike Reef Biota, Faunal Bed biota cannot (or are not sufficiently abundant to) construct identifiable substrate. ""Slow-moving"" animals included in the Faunal Bed class are defined as being incapable of moving outside the boundaries of the classification unit within one day. Faunal Bed organisms are aquatic, but they may be able to withstand periods of exposure to air.<br/><br/>Faunal Bed food webs may receive basic trophic inputs from benthic photosynthesis or chemosynthesis, plankton, allochthonous detritus and debris, or other sources. In nature, Faunal Bed habitats are often composed of complex mixes and associations of animals of different phyla, sizes, feeding strategies, and habits, and these areas can be difficult to classify. Faunal Bed classifications are determined in CMECS by greatest percent cover of fauna or faunal structures, or (particularly for infauna) by estimates of greatest biomass. The inherent complexity of these areas is addressed through Co-occurring Elements and Associated Taxa Modifiers (Sections 10.6.2 and 10.3.1).<br/><br/>In the photic zone, primary producers often constitute the greatest biotic percent cover of substrate, and so define the biotic group of an area (e.g., Filamentous Algal Bed, Microphytobenthos). Faunal Bed organisms, when present in these areas, are classified in CMECS as Co-occurring Elements, for example: ""Biotic Group: Coralline/Crustose Algal Bed with Co-occurring Element: <i>Strongylocentrotus purpurata</i>"".<br/><br/>In waters deeper than the photic zone, however, most Faunal Bed biotic groups and communities are defined by immobile or slow-moving suspension-feeders and detritivores that dominate percent cover or biomass, and create a distinct living environment for other fauna. Other Faunal Bed biotic groups and communities are defined by slow-moving grazers or predators (e.g., urchins, starfish), when these are the clearly dominant fauna. However, practitioners should attempt to identify a biotic group that is providing ""forage"" for these predatory or herbivorous species. If a ""forage"" biotope is present, it will often dominate percent cover, and practitioners should characterize the area accordingly as (for example): ""Biotic Community: Nassariid Bed with Co-occurring Element: <i>Pisaster</i>"". The Co-occurring Elements modifier (see Section 10.6.2) is used to describe areas where any two (or more) biotic groups, biotic communities, or other biotic classification units described in CMECS occur simultaneously. In these cases, the classification units exist together, as a mix, in a single location, and the non-dominant units are termed Co-occurring Elements. Further local research may indicate that the mix of biotic groups and co-occurring elements is, in fact, a repeatable unit that should be designated as a single defined biotic group or biotope.<br/><br/>Other common animals in seafloor environments include opportunistic predators or herbivores that are capable of moving outside the bounds of the classification unit within one day, such as portunid crabs, cancrid crabs, horseshoe crabs, cephalopods, other mobile benthic crustaceans, fishes, and other nekton. These animals actively move over the seafloor searching for prey, and are defined in CMECS as Associated Taxa (see Section 10.3.1).<br/><br/>As in other BC classes, practitioners may apply Genus and/or species names to define local biotic communities that are not listed in the current version of CMECS. In these cases, observations in the field must verify that these new biotic communities are predictable and repeating aggregations or assemblages of dominant or characteristic species. These names should be submitted as part of the CMECS Dynamic Content St"
